Query	Parent	Child
orthodontic wires	orthodontic appliances , fixed	pseudo leaf
coup transcription factors	transcription factors	pseudo leaf
prospective studies	epidemiologic study characteristics	pseudo leaf
neonatal brachial plexus palsy	brain injury , chronic	pseudo leaf
atp binding cassette transporter , subfamily b , member 2	atp binding cassette transporter , subfamily a	pseudo leaf
western australia	australia	pseudo leaf
lymphatic system	pseudo root	immune system
enhanced recovery after surgery	nursing care	pseudo leaf
articulation disorders	pseudo root	speech sound disorder
eye infections , parasitic	eye infections	pseudo leaf
alpha rhythm	brain waves	pseudo leaf
poverty areas	employment	pseudo leaf
education , veterinary	education , medical	pseudo leaf
hydrophobic and hydrophilic interactions	chemical phenomena	pseudo leaf
meningitis , viral	bacterial infections	pseudo leaf
sand	soil	pseudo leaf
acidosis , renal tubular	lung diseases	pseudo leaf
seasons	evolution , planetary	pseudo leaf
cerebrospinal fluid pressure	blood pressure	pseudo leaf
dental marginal adaptation	dental physiological phenomena	pseudo leaf
maze procedure	pseudo root	pseudo leaf
health facility administrators	nursing staff	pseudo leaf
fluorescent antibody technique , direct	fluorescent antibody technique	fluorescent antibody technique , indirect
lens , crystalline	lens capsule , crystalline	pseudo leaf
prefrontal cortex	cerebral cortex	parietal lobe
crack cocaine	pseudo root	pseudo leaf
physicians ' offices	hospitals , private	pseudo leaf
receptors , glucocorticoid	receptors , pituitary hormone	pseudo leaf
north sea	pseudo root	pseudo leaf
atmospheric pressure	radiation	pseudo leaf
forensic genetics	genetics , medical	pseudo leaf
soil microbiology	environmental microbiology	pseudo leaf
tibia	arm bones	pseudo leaf
outline	publication formats	pseudo leaf
pattern recognition , visual	perception	pseudo leaf
jordan	middle east	pseudo leaf
radiotherapy dosage	blood chemical analysis	lactose tolerance test
genes , rev	genes , viral	pseudo leaf
rrna operon	genetic loci	pseudo leaf
united states department of veterans affairs	physicians	pseudo leaf
membrane potential , mitochondrial	membrane potentials	pseudo leaf
pair bond	sex distribution	pseudo leaf
leukocytes	leukocytes , mononuclear	pseudo leaf
dental casting technique	technology , dental	pseudo leaf
ear neoplasms	mandibular diseases	pseudo leaf
random allocation	evaluation studies as topic	pseudo leaf
artificial lens implant migration	prosthesis implantation	pseudo leaf
radiation hybrid mapping	restriction mapping	pseudo leaf
sepsis	bacterial infections	pseudo leaf
pediatrics	emergency medicine	pseudo leaf
microtubule proteins	blood coagulation factor inhibitors	pseudo leaf
asthma , occupational	nausea	pseudo leaf
lateral thalamic nuclei	thalamic nuclei	anterior thalamic nuclei
acoustic impedance tests	pseudo root	bone conduction
nadh dehydrogenase	aldehyde dehydrogenase 1	pseudo leaf
radiation effects	pseudo root	oxidative stress
pregnancy proteins	seminal plasma proteins	pseudo leaf
logical observation identifiers names and codes	equipment and supplies	pseudo leaf
dna replication timing	genetic phenomena	pseudo leaf
saccharomyces cerevisiae proteins	toxins , biological	pseudo leaf
psychological tests	pseudo root	personality tests
bacillus subtilis	helicobacter	pseudo leaf
occupational health	population characteristics	pseudo leaf
mathematical computing	algorithms	pseudo leaf
limited english proficiency	communication	pseudo leaf
elbow joint	foot joints	pseudo leaf
antisense elements ( genetics )	biomarkers	pseudo leaf
water pollution , chemical	environmental pollution	water pollution
antibodies , immobilized	antibodies	pseudo leaf
tissue engineering	bacterial typing techniques	pseudo leaf
patient discharge	diagnostic services	pseudo leaf
connective tissue cells	muscle cells	pseudo leaf
genome , plant	genome	pseudo leaf
focal infection	bacterial infections	pseudo leaf
amino acid transport systems , basic	amino acid transport systems	amino acid transport systems , neutral
drugs , chinese herbal	pharmaceutical preparations	plant extracts
wounds , penetrating	pseudo root	nasal septal perforation
expert systems	computing methodologies	pseudo leaf
insect viruses	rna viruses	pseudo leaf
quality assurance , health care	quality of health care	pseudo leaf
lysine	amino acids , aromatic	pseudo leaf
midline thalamic nuclei	thalamic nuclei	pseudo leaf
ultrasonic surgical procedures	ablation techniques	pseudo leaf
infection control , dental	oral hygiene	pseudo leaf
hot melt extrusion technology	technology , pharmaceutical	pseudo leaf
tuberculosis , pulmonary	respiratory tract infections	pseudo leaf
rna precursors	rna caps	pseudo leaf
philosophy , medical	philosophy	philosophy , dental
problem solving	learning	pseudo leaf
orthopedic surgeons	physicians	pseudo leaf
streptavidin	pseudo root	pseudo leaf
intention to treat analysis	epidemiologic study characteristics	pseudo leaf
insulin antibodies	antibodies , neutralizing	pseudo leaf
type d personality	personality development	pseudo leaf
auditory threshold	auditory perception	pseudo leaf
neoplasm recurrence , local	pathological conditions , anatomical	pseudo leaf
cyclic imp	pseudo root	pseudo leaf
personnel management	organization and administration	pseudo leaf
state health planning and development agencies	world health organization	pseudo leaf
catalog	catalog , commercial	pseudo leaf
fluorescence	models , theoretical	pseudo leaf
handbook	publication components	pseudo leaf
counseling	remote consultation	distance counseling
recycling	technology	pseudo leaf
family separation	family	pseudo leaf
cholinergic antagonists	cholinergic agents	cholinergic agonists
rats , inbred wf	rats , inbred strains	rats , inbred dahl
dental records	records	pseudo leaf
integrated advanced information management systems	health information management	pseudo leaf
pneumonia , pneumococcal	pseudo root	pseudo leaf
fluorescent dyes	laboratory chemicals	pseudo leaf
eye infections , viral	eye infections , bacterial	pseudo leaf
muscle fibers , skeletal	tooth germ	pseudo leaf
plaque , amyloid	physiological phenomena	pseudo leaf
serotonin antagonists	cholinergic agents	pseudo leaf
temporal bone	arm bones	pseudo leaf
biologically active substance	chemical viewed structurally	pseudo leaf
dictionary , dental	dictionary	pseudo leaf
protein degradation end products	blood coagulation factor inhibitors	pseudo leaf
vomiting	signs and symptoms , digestive	pseudo leaf
lecture	publication formats	pseudo leaf
reality testing	personality tests	pseudo leaf
nerve regeneration	regeneration	pseudo leaf
sequence deletion	mutagenesis	pseudo leaf
rural health	population health	pseudo leaf
vaginal fistula	respiratory tract fistula	pseudo leaf
spindle apparatus	cytoskeletal proteins	pseudo leaf
burn units	hospital units	pseudo leaf
skin ulcer	skin diseases	pseudo leaf
isotopes	chemical viewed structurally	pseudo leaf
ferm domains	protein domains	pseudo leaf
fat body	animal population groups	pseudo leaf
ion channels	membrane glycoproteins	pseudo leaf
glia maturation factor	transcription factors	pseudo leaf
sugar alcohols	ethanol	pseudo leaf
bile ducts	vesicular transport proteins	pseudo leaf
health facility environment	residence characteristics	pseudo leaf
tears	esophagus	pseudo leaf
animals , inbred strains	animal population groups	animals , laboratory
intensive care units	intensive care units , pediatric	pseudo leaf
cortical spreading depression	sensation	pseudo leaf
hair cells , auditory , outer	hair cells , auditory	pseudo leaf
umbilical cord	embryonic structures	pseudo leaf
chemical engineering	technology	pseudo leaf
williams syndrome	abnormalities , multiple	pseudo leaf
organizations	consumer organizations	pseudo leaf
rectal fistula	respiratory tract fistula	pseudo leaf
atp binding cassette transporter , subfamily b , member 3	atp binding cassette transporter , subfamily b	pseudo leaf
house calls	hospitalization	pseudo leaf
historical geographic locations	western world	roman world
cpg islands	intracellular signaling peptides and proteins	pseudo leaf
angiotensin ii type 1 receptor blockers	angiotensin receptor antagonists	angiotensin ii type 2 receptor blockers
adrenal glands	endocrine system	adrenal medulla
science in the arts	art	pseudo leaf
patient identification systems	office management	pseudo leaf
mental healing	spiritual therapies	pseudo leaf
online systems	information storage and retrieval	pseudo leaf
brain diseases	nervous system diseases	pseudo leaf
observer variation	body weights and measures	pseudo leaf
hypertension , portal	hypertension	pseudo leaf
postoperative complications	hemorrhage	pseudo leaf
animal fur	hair	pseudo leaf
silicon dioxide	inorganic chemicals	pseudo leaf
sudden infant death	hypoxia	fetal hypoxia
continuity of patient care	comprehensive health care	pseudo leaf
hiv long terminal repeat	genes	pseudo leaf
tai ji	psychotherapy	pseudo leaf
antigens , differentiation	antigens , neoplasm	pseudo leaf
neck injuries	wounds and injuries	pseudo leaf
safety management	safety	pseudo leaf
data systems	information systems	pseudo leaf
serum sickness	pseudo root	pseudo leaf
sentinel surveillance	population surveillance	pseudo leaf
dental instruments	dental equipment	pseudo leaf
schools , pharmacy	schools , health occupations	pseudo leaf
purple membrane	nuclear matrix	pseudo leaf
food , preserved	foods , specialized	pseudo leaf
nitrogen compounds	free radicals	pseudo leaf
community psychiatry	psychiatry	pseudo leaf
names	conceptual entity	pseudo leaf
abdomen , acute	respiratory tract infections	pseudo leaf
hydrogen bonding	chemical phenomena	pseudo leaf
facial asymmetry	congenital abnormalities	pseudo leaf
quartz	metals , heavy	pseudo leaf
sodium acetate	acetic acid	pseudo leaf
receptors , tumor necrosis factor	receptors , cytokine	pseudo leaf
receptors , thyroid hormone	receptors , parathyroid hormone	pseudo leaf
cell fusion	gene transfer techniques	pseudo leaf
group practice , dental	professional practice	pseudo leaf
portugal	publication components	pseudo leaf
infarction , posterior cerebral artery	cerebral infarction	infarction , middle cerebral artery
adrenal cortex function tests	diagnostic techniques , endocrine	pseudo leaf
posture	locomotion	pseudo leaf
transition to adult care	hospitalization	pseudo leaf
air bags	dental equipment	pseudo leaf
silver staining	neutron capture therapy	pseudo leaf
aids dementia complex	muscular diseases	pseudo leaf
pulmonary valve	heart valves	pseudo leaf
cos cells	cell line	pseudo leaf
renal insufficiency	lung diseases	pseudo leaf
ethics , professional	philosophy , dental	ethics , dental
abbreviations	publication formats	pseudo leaf
