Query	Parent	Child
dental marginal adaptation	dental restoration , permanent	pseudo leaf
maze procedure	cardiovascular surgical procedures	pseudo leaf
health facility administrators	health personnel	pseudo leaf
fluorescent antibody technique , direct	fluorescent antibody technique	pseudo leaf
lens , crystalline	eye	pseudo leaf
prefrontal cortex	frontal lobe	pseudo leaf
crack cocaine	cocaine	pseudo leaf
physicians ' offices	private practice	pseudo leaf
receptors , glucocorticoid	pseudo root	glucocorticoids
north sea	atlantic ocean	pseudo leaf
atmospheric pressure	atmosphere	pseudo leaf
forensic genetics	forensic medicine	pseudo leaf
soil microbiology	environmental microbiology	pseudo leaf
tibia	leg bones	pseudo leaf
outline	form	pseudo leaf
pattern recognition , visual	pattern recognition , physiological	pseudo leaf
jordan	pseudo root	pseudo leaf
radiotherapy dosage	radiotherapy	pseudo leaf
genes , rev	genes , viral	pseudo leaf
rrna operon	pseudo root	pseudo leaf
united states department of veterans affairs	united states department of defense	pseudo leaf
membrane potential , mitochondrial	membrane potentials	pseudo leaf
pair bond	reproduction	pseudo leaf
leukocytes	immune system	lymphocytes
dental casting technique	technology , dental	dental impression technique
ear neoplasms	ear diseases	pseudo leaf
random allocation	pseudo root	pseudo leaf
artificial lens implant migration	lens diseases	pseudo leaf
radiation hybrid mapping	molecular probe techniques	pseudo leaf
sepsis	systemic inflammatory response syndrome	neonatal sepsis
pediatrics	pseudo root	pseudo leaf
microtubule proteins	pseudo root	pseudo leaf
asthma , occupational	occupational diseases	pseudo leaf
lateral thalamic nuclei	thalamic nuclei	pseudo leaf
acoustic impedance tests	hearing tests	pseudo leaf
nadh dehydrogenase	aldehyde dehydrogenase	pseudo leaf
radiation effects	radiation	radiation , ionizing
pregnancy proteins	amino acids , peptides , and proteins	placenta growth factor
logical observation identifiers names and codes	pseudo root	pseudo leaf
dna replication timing	dna replication	pseudo leaf
saccharomyces cerevisiae proteins	saccharomyces cerevisiae	pseudo leaf
psychological tests	behavioral disciplines and activities	personality tests
bacillus subtilis	bacillus	pseudo leaf
occupational health	environment and public health	occupational exposure
mathematical computing	artificial intelligence	pseudo leaf
limited english proficiency	literacy	pseudo leaf
elbow joint	forearm injuries	pseudo leaf
antisense elements ( genetics )	pseudo root	pseudo leaf
water pollution , chemical	water pollution	pseudo leaf
antibodies , immobilized	antibodies	pseudo leaf
tissue engineering	engineering	pseudo leaf
patient discharge	pseudo root	pseudo leaf
connective tissue cells	cells	adipocytes
genome , plant	genome	pseudo leaf
focal infection	infections	pseudo leaf
amino acid transport systems , basic	pseudo root	pseudo leaf
drugs , chinese herbal	pharmaceutical preparations	pseudo leaf
wounds , penetrating	wounds and injuries	pseudo leaf
expert systems	computer systems	pseudo leaf
insect viruses	fungal viruses	pseudo leaf
quality assurance , health care	quality of health care	pseudo leaf
lysine	pseudo root	pseudo leaf
midline thalamic nuclei	thalamic nuclei	pseudo leaf
ultrasonic surgical procedures	ultrasonic therapy	pseudo leaf
infection control , dental	infection control	pseudo leaf
hot melt extrusion technology	pseudo root	pseudo leaf
tuberculosis , pulmonary	lung diseases	pseudo leaf
rna precursors	rna	rna caps
philosophy , medical	philosophy	pseudo leaf
problem solving	learning	pseudo leaf
orthopedic surgeons	surgeons	pseudo leaf
streptavidin	pseudo root	pseudo leaf
intention to treat analysis	epidemiologic study characteristics	pseudo leaf
insulin antibodies	antibodies	pseudo leaf
type d personality	personality	pseudo leaf
auditory threshold	auditory perception	pseudo leaf
neoplasm recurrence , local	recurrence	pseudo leaf
cyclic imp	cyclic amp	pseudo leaf
personnel management	organization and administration	pseudo leaf
state health planning and development agencies	government agencies	pseudo leaf
catalog	publication formats	pseudo leaf
fluorescence	spectrometry , fluorescence	fluorescence resonance energy transfer
handbook	publication formats	pseudo leaf
counseling	mental health services	sex counseling
recycling	pseudo root	pseudo leaf
family separation	family characteristics	pseudo leaf
cholinergic antagonists	cholinergic agents	pseudo leaf
rats , inbred wf	rats , inbred strains	pseudo leaf
dental records	records	pseudo leaf
integrated advanced information management systems	health information systems	pseudo leaf
pneumonia , pneumococcal	pneumonia	pseudo leaf
fluorescent dyes	pseudo root	pseudo leaf
eye infections , viral	virus diseases	pseudo leaf
muscle fibers , skeletal	muscle , skeletal	pseudo leaf
plaque , amyloid	pseudo root	pseudo leaf
serotonin antagonists	serotonin agents	pseudo leaf
temporal bone	jaw	pseudo leaf
biologically active substance	pharmacologic substance	pseudo leaf
dictionary , dental	dictionary	pseudo leaf
protein degradation end products	pseudo root	pseudo leaf
vomiting	pseudo root	pseudo leaf
lecture	address	pseudo leaf
reality testing	personality tests	pseudo leaf
nerve regeneration	regeneration	pseudo leaf
sequence deletion	mutagenesis	chromosome deletion
rural health	urban health	pseudo leaf
vaginal fistula	vaginal diseases	pseudo leaf
spindle apparatus	pseudo root	pseudo leaf
burn units	hospital units	pseudo leaf
skin ulcer	skin diseases	pseudo leaf
isotopes	elements	carbon isotopes
ferm domains	protein domains	pseudo leaf
fat body	pseudo root	pseudo leaf
ion channels	membrane glycoproteins	acid sensing ion channels
glia maturation factor	pseudo root	pseudo leaf
sugar alcohols	alcohols	pseudo leaf
bile ducts	liver	pseudo leaf
health facility environment	environment	pseudo leaf
tears	fluids and secretions	pseudo leaf
animals , inbred strains	animals	pseudo leaf
intensive care units	hospital units	pseudo leaf
cortical spreading depression	pseudo root	pseudo leaf
hair cells , auditory , outer	hair cells , auditory	pseudo leaf
umbilical cord	fetus	pseudo leaf
chemical engineering	engineering	pseudo leaf
williams syndrome	aortic diseases	pseudo leaf
organizations	health care economics and organizations	consumer organizations
rectal fistula	urinary fistula	pseudo leaf
atp binding cassette transporter , subfamily b , member 3	atp binding cassette transporter , subfamily b	pseudo leaf
house calls	home care services	pseudo leaf
historical geographic locations	geographic locations	pseudo leaf
cpg islands	chromosome structures	pseudo leaf
angiotensin ii type 1 receptor blockers	angiotensin receptor antagonists	pseudo leaf
adrenal glands	endocrine glands	pseudo leaf
science in the arts	art	pseudo leaf
patient identification systems	information systems	pseudo leaf
mental healing	mental health recovery	pseudo leaf
online systems	computer systems	pseudo leaf
brain diseases	nervous system diseases	cranial nerve injuries
observer variation	pseudo root	pseudo leaf
hypertension , portal	hypertension	pseudo leaf
postoperative complications	intraoperative complications	pseudo leaf
animal fur	animal structures	wool
silicon dioxide	silicon compounds	pseudo leaf
sudden infant death	infant death	pseudo leaf
continuity of patient care	delivery of health care	pseudo leaf
hiv long terminal repeat	terminal repeat sequences	pseudo leaf
tai ji	pseudo root	pseudo leaf
antigens , differentiation	antigens	pseudo leaf
neck injuries	wounds and injuries	pseudo leaf
safety management	risk management	pseudo leaf
data systems	information systems	pseudo leaf
serum sickness	immune complex diseases	pseudo leaf
sentinel surveillance	population surveillance	pseudo leaf
dental instruments	dental equipment	pseudo leaf
schools , pharmacy	schools	pseudo leaf
purple membrane	pseudo root	pseudo leaf
food , preserved	food and beverages	pseudo leaf
nitrogen compounds	inorganic chemicals	nitrogen oxides
community psychiatry	psychiatry	pseudo leaf
names	pseudo root	pseudo leaf
abdomen , acute	pseudo root	pseudo leaf
hydrogen bonding	pseudo root	pseudo leaf
facial asymmetry	facial expression	pseudo leaf
quartz	minerals	pseudo leaf
sodium acetate	sodium compounds	pseudo leaf
receptors , tumor necrosis factor	tumor necrosis factors	pseudo leaf
receptors , thyroid hormone	blood coagulation factor inhibitors	thyroid hormone receptors alpha
cell fusion	cell physiological phenomena	pseudo leaf
group practice , dental	organization	pseudo leaf
portugal	spain	pseudo leaf
infarction , posterior cerebral artery	infarction	pseudo leaf
adrenal cortex function tests	neurologic examination	pseudo leaf
posture	movement	gait
transition to adult care	patient care	pseudo leaf
air bags	pseudo root	pseudo leaf
silver staining	silver compounds	silver nitrate
aids dementia complex	dementia	pseudo leaf
pulmonary valve	heart valves	pseudo leaf
cos cells	pseudo root	pseudo leaf
renal insufficiency	kidney diseases	kidney tubular necrosis , acute
ethics , professional	ethics	pseudo leaf
abbreviations	terminology	pseudo leaf
