Query	Parent	Child
meningitis , viral	bacterial infections	meningitis , escherichia coli
sand	soil	pseudo leaf
acidosis , renal tubular	kidney diseases	pseudo leaf
seasons	pseudo root	pseudo leaf
cerebrospinal fluid pressure	intracranial pressure	pseudo leaf
dental marginal adaptation	dentistry , operative	pseudo leaf
maze procedure	cardiovascular surgical procedures	pseudo leaf
health facility administrators	administrative personnel	pseudo leaf
fluorescent antibody technique , direct	fluorescent antibody technique	pseudo leaf
lens , crystalline	anterior eye segment	lens capsule , crystalline
prefrontal cortex	pseudo root	pseudo leaf
crack cocaine	pseudo root	pseudo leaf
physicians ' offices	health facilities	pseudo leaf
receptors , glucocorticoid	receptors , cytoplasmic and nuclear	pseudo leaf
north sea	atlantic ocean	pseudo leaf
atmospheric pressure	pressure	vacuum
forensic genetics	forensic sciences	pseudo leaf
soil microbiology	environmental microbiology	pseudo leaf
tibia	leg bones	pseudo leaf
outline	publication formats	pseudo leaf
pattern recognition , visual	visual perception	pseudo leaf
jordan	middle east	pseudo leaf
radiotherapy dosage	radiotherapy	dose fractionation , radiation
genes , rev	genes , viral	genes , env
rrna operon	operon	pseudo leaf
united states department of veterans affairs	federal government	pseudo leaf
membrane potential , mitochondrial	synaptic potentials	pseudo leaf
pair bond	pseudo root	pseudo leaf
leukocytes	blood cells	monocytes
dental casting technique	technology , dental	pseudo leaf
ear neoplasms	ear diseases	pseudo leaf
random allocation	probability	pseudo leaf
artificial lens implant migration	lens diseases	pseudo leaf
radiation hybrid mapping	sequence analysis , dna	pseudo leaf
sepsis	inflammation	neonatal sepsis
pediatrics	medicine	pseudo leaf
microtubule proteins	blood coagulation factor inhibitors	pseudo leaf
asthma , occupational	occupational diseases	pseudo leaf
lateral thalamic nuclei	thalamic nuclei	pseudo leaf
acoustic impedance tests	pseudo root	pseudo leaf
nadh dehydrogenase	pseudo root	pseudo leaf
radiation effects	physical phenomena	radiation injuries
pregnancy proteins	blood coagulation factor inhibitors	pseudo leaf
logical observation identifiers names and codes	vocabulary , controlled	pseudo leaf
dna replication timing	dna replication	pseudo leaf
saccharomyces cerevisiae proteins	blood coagulation factor inhibitors	pseudo leaf
psychological tests	personality tests	personality inventory
bacillus subtilis	bacillus	pseudo leaf
occupational health	population characteristics	pseudo leaf
mathematical computing	information science	artificial intelligence
limited english proficiency	pseudo root	pseudo leaf
elbow joint	arm	pseudo leaf
antisense elements ( genetics )	elements	pseudo leaf
water pollution , chemical	environmental pollution	pseudo leaf
antibodies , immobilized	antibodies	pseudo leaf
tissue engineering	engineering	pseudo leaf
patient discharge	hospital administration	pseudo leaf
connective tissue cells	cells	pseudo leaf
genome , plant	genome components	pseudo leaf
focal infection	eye infections	pseudo leaf
amino acid transport systems , basic	amino acid transport systems	pseudo leaf
drugs , chinese herbal	pharmaceutical preparations	pseudo leaf
wounds , penetrating	wounds and injuries	pseudo leaf
expert systems	computing methodologies	pseudo leaf
insect viruses	viruses	pseudo leaf
quality assurance , health care	quality of health care	pseudo leaf
lysine	amino acids , essential	pseudo leaf
midline thalamic nuclei	thalamic nuclei	pseudo leaf
ultrasonic surgical procedures	ultrasonic therapy	pseudo leaf
infection control , dental	infection control	pseudo leaf
hot melt extrusion technology	pseudo root	pseudo leaf
tuberculosis , pulmonary	lung diseases	pseudo leaf
rna precursors	transcription factors	pseudo leaf
philosophy , medical	philosophy	pseudo leaf
problem solving	learning	pseudo leaf
orthopedic surgeons	surgeons	pseudo leaf
streptavidin	pseudo root	pseudo leaf
intention to treat analysis	statistics as topic	pseudo leaf
insulin antibodies	antibodies	pseudo leaf
type d personality	personality development	pseudo leaf
auditory threshold	auditory perception	pseudo leaf
neoplasm recurrence , local	neoplastic processes	pseudo leaf
cyclic imp	pseudo root	pseudo leaf
personnel management	organization and administration	pseudo leaf
state health planning and development agencies	government agencies	pseudo leaf
catalog	publication formats	pseudo leaf
fluorescence	pseudo root	pseudo leaf
handbook	publication formats	pseudo leaf
counseling	psychological phenomena	vocational guidance
recycling	technology , industry , and agriculture	pseudo leaf
family separation	family	pseudo leaf
cholinergic antagonists	cholinergic agents	pseudo leaf
rats , inbred wf	rats	pseudo leaf
dental records	records	pseudo leaf
integrated advanced information management systems	information systems	pseudo leaf
pneumonia , pneumococcal	pneumococcal infections	pseudo leaf
fluorescent dyes	pseudo root	pseudo leaf
eye infections , viral	virus diseases	pseudo leaf
muscle fibers , skeletal	muscle , skeletal	pseudo leaf
plaque , amyloid	pseudo root	pseudo leaf
serotonin antagonists	serotonin agents	pseudo leaf
temporal bone	bone and bones	pseudo leaf
biologically active substance	substance	pseudo leaf
dictionary , dental	reference books	pseudo leaf
protein degradation end products	biological factors	fibrin fibrinogen degradation products
vomiting	digestive system physiological phenomena	pseudo leaf
lecture	publication formats	pseudo leaf
reality testing	personality tests	pseudo leaf
nerve regeneration	regeneration	pseudo leaf
sequence deletion	genetic variation	pseudo leaf
rural health	population characteristics	pseudo leaf
vaginal fistula	fistula	pseudo leaf
spindle apparatus	cytoplasmic structures	spindle poles
burn units	hospital units	pseudo leaf
skin ulcer	skin diseases	pseudo leaf
isotopes	metals , heavy	mercury isotopes
ferm domains	protein domains	pseudo leaf
fat body	pseudo root	pseudo leaf
ion channels	membrane proteins	acid sensing ion channels
glia maturation factor	blood coagulation factors	pseudo leaf
sugar alcohols	carbohydrates	deoxy sugars
bile ducts	biliary tract	pseudo leaf
health facility environment	environment	pseudo leaf
tears	pseudo root	pseudo leaf
animals , inbred strains	animal population groups	rats , inbred strains
intensive care units	hospital units	pseudo leaf
cortical spreading depression	depression	pseudo leaf
hair cells , auditory , outer	hair cells , auditory	pseudo leaf
umbilical cord	fetus	pseudo leaf
chemical engineering	engineering	pseudo leaf
williams syndrome	chromosome disorders	pseudo leaf
organizations	health care economics and organizations	pseudo leaf
rectal fistula	fistula	pseudo leaf
atp binding cassette transporter , subfamily b , member 3	pseudo root	pseudo leaf
house calls	patient care	pseudo leaf
historical geographic locations	geographic locations	ancient lands
cpg islands	pseudo root	pseudo leaf
angiotensin ii type 1 receptor blockers	angiotensin receptor antagonists	pseudo leaf
adrenal glands	endocrine glands	pseudo leaf
science in the arts	art	pseudo leaf
patient identification systems	pseudo root	pseudo leaf
mental healing	thinking	pseudo leaf
online systems	computer systems	pseudo leaf
brain diseases	nervous system diseases	hypothalamic diseases
observer variation	pseudo root	pseudo leaf
hypertension , portal	cardiovascular diseases	pseudo leaf
postoperative complications	pathologic processes	pseudo leaf
animal fur	animal structures	pseudo leaf
silicon dioxide	silicon compounds	pseudo leaf
sudden infant death	death , sudden	pseudo leaf
continuity of patient care	patient care	pseudo leaf
hiv long terminal repeat	pseudo root	pseudo leaf
tai ji	exercise movement techniques	pseudo leaf
antigens , differentiation	antigens	pseudo leaf
neck injuries	wounds and injuries	pseudo leaf
safety management	safety	pseudo leaf
data systems	information systems	pseudo leaf
serum sickness	immune system diseases	pseudo leaf
sentinel surveillance	health surveys	pseudo leaf
dental instruments	equipment and supplies	pseudo leaf
schools , pharmacy	schools , health occupations	pseudo leaf
purple membrane	pseudo root	pseudo leaf
food , preserved	food and beverages	pseudo leaf
nitrogen compounds	inorganic chemicals	pseudo leaf
community psychiatry	psychiatry	pseudo leaf
names	pseudo root	pseudo leaf
abdomen , acute	acute pain	pseudo leaf
hydrogen bonding	chemical phenomena	pseudo leaf
facial asymmetry	eye diseases	pseudo leaf
quartz	minerals	pseudo leaf
sodium acetate	sodium compounds	pseudo leaf
receptors , tumor necrosis factor	receptors , cell surface	pseudo leaf
receptors , thyroid hormone	receptors , cell surface	pseudo leaf
cell fusion	cell physiological phenomena	pseudo leaf
group practice , dental	professional practice	pseudo leaf
portugal	europe	pseudo leaf
infarction , posterior cerebral artery	intracranial arterial diseases	pseudo leaf
adrenal cortex function tests	neurologic examination	pseudo leaf
posture	behavior	pseudo leaf
transition to adult care	patient care	pseudo leaf
air bags	pseudo root	pseudo leaf
silver staining	staining and labeling	pseudo leaf
aids dementia complex	pseudo root	pseudo leaf
pulmonary valve	heart valves	pseudo leaf
cos cells	pseudo root	pseudo leaf
renal insufficiency	kidney diseases	pseudo leaf
ethics , professional	ethics	pseudo leaf
abbreviations	publication formats	pseudo leaf
