Query	Parent	Child
food_,_preserved	fetal diseases@@@6149	fetal nutrition disorders@@@8001
antisense_elements_(_genetics_)	gene components@@@6318	leaf
neurotoxicity_syndromes	leishmania major@@@1577	leaf
mental_healing	leishmania major@@@1577	leaf
reality_testing	fetal diseases@@@6149	fetal nutrition disorders@@@8001
human_growth_hormone	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
hiv_long_terminal_repeat	root	leaf
cataract_extraction	root	leaf
beer	intraoperative complications@@@7668	blood loss , surgical@@@5234
patient_positioning	root	leaf
united_states_public_health_service	intraoperative complications@@@7668	blood loss , surgical@@@5234
rehabilitation_centers	intraoperative complications@@@7668	blood loss , surgical@@@5234
neuromuscular_blocking_agents	root	leaf
ribosome_subunits_,_small_,_bacterial	intraoperative complications@@@7668	blood loss , surgical@@@5234
fluorescence	root	leaf
leukemia_,_myeloid_,_acute	leishmania major@@@1577	leaf
exosomes	nursing research@@@5821	nursing education research@@@8760
genome_,_plant	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
science_in_the_arts	leishmania major@@@1577	leaf
vomiting	appendix@@@2707	leaf
periodic_acid	chemical viewed structurally@@@1504	leaf
subcutaneous_absorption	root	leaf
angiotensin_ii_type_1_receptor_blockers	root	leaf
hardness	fungal structures@@@3026	leaf
infarction_,_posterior_cerebral_artery	leishmania major@@@1577	leaf
neck_injuries	appendix@@@2707	leaf
wounds_,_penetrating	wounds and injuries@@@3991	leaf
lymphocyte_antigen_96	fetal diseases@@@6149	fetal nutrition disorders@@@8001
maximum_allowable_concentration	root	leaf
transplant_recipients	intraoperative complications@@@7668	blood loss , surgical@@@5234
association_learning	fetal diseases@@@6149	fetal nutrition disorders@@@8001
bayes_theorem	leishmania major@@@1577	leaf
essay	fetal diseases@@@6149	fetal nutrition disorders@@@8001
anxiety_,_separation	interpersonal relations@@@5842	leaf
health_planning_guidelines	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
estrogen_receptor_alpha	fetal diseases@@@6149	fetal nutrition disorders@@@8001
outline	appendix@@@2707	leaf
dermatitis_,_occupational	leishmania major@@@1577	leaf
disease_eradication	leishmania major@@@1577	leaf
hot_melt_extrusion_technology	root	leaf
rural_health	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
transplantation_,_autologous	fetal diseases@@@6149	fetal nutrition disorders@@@8001
forensic_pathology	leishmania major@@@1577	leaf
united_states_department_of_agriculture	intraoperative complications@@@7668	blood loss , surgical@@@5234
noise_,_occupational	ferm domains@@@164	leaf
elasticity_imaging_techniques	root	leaf
actin_cytoskeleton	intraoperative complications@@@7668	blood loss , surgical@@@5234
nursing_services	organization and administration@@@6199	leaf
aortic_arch_syndromes	nursing research@@@5821	nursing education research@@@8760
protein_degradation_end_products	nursing research@@@5821	nursing education research@@@8760
social_behavior	root	leaf
lateral_thalamic_nuclei	root	leaf
dual_use_research	ferm domains@@@164	leaf
workplace_violence	interpersonal relations@@@5842	leaf
observational_study	appendix@@@2707	leaf
mentally_disabled_persons	intraoperative complications@@@7668	blood loss , surgical@@@5234
surrogate_mothers	intraoperative complications@@@7668	blood loss , surgical@@@5234
patient_transfer	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
hydrogen_bonding	root	leaf
pregnancy_proteins	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
dental_plaque	nursing research@@@5821	nursing education research@@@8760
radiography_,_dental_,_digital	root	leaf
pair_bond	intraoperative complications@@@7668	blood loss , surgical@@@5234
tomography_,_optical	root	leaf
tobacco_smoking	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
salt_stress	root	leaf
epidemiology	leishmania major@@@1577	leaf
sentinel_surveillance	appendix@@@2707	leaf
observer_variation	preexisting condition coverage@@@1908	leaf
epileptic_syndromes	abdominal wound closure techniques@@@8043	open abdomen techniques@@@3589
connective_tissue_cells	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
biologically_active_substance	biologically active substance@@@6464	leaf
nucleotides_,_cyclic	root	leaf
ectopic_gene_expression	root	leaf
tissue_engineering	tertiary lymphoid structures@@@1114	leaf
meningitis_,_pneumococcal	leishmania major@@@1577	leaf
rrna_operon	intraoperative complications@@@7668	blood loss , surgical@@@5234
reproductive_rights	ferm domains@@@164	leaf
nuclear_reactors	fetal diseases@@@6149	fetal nutrition disorders@@@8001
spindle_apparatus	fetal diseases@@@6149	fetal nutrition disorders@@@8001
duodenal_obstruction	nursing research@@@5821	nursing education research@@@8760
kidneys_,_artificial	nursing research@@@5821	nursing education research@@@8760
behavioral_symptoms	behavioral symptoms@@@6641	leaf
atp_binding_cassette_transporter_,_subfamily_b_,_member_2	fetal diseases@@@6149	fetal nutrition disorders@@@8001
parasitic_sensitivity_tests	clinical enzyme tests@@@396	leaf
pregnancy_complications_,_cardiovascular	pregnancy proteins@@@6320	leaf
friends	intraoperative complications@@@7668	blood loss , surgical@@@5234
cell_membrane_structures	fetal diseases@@@6149	fetal nutrition disorders@@@8001
food_analysis	root	leaf
multiplex_polymerase_chain_reaction	root	leaf
s_phase	root	leaf
pathology_,_oral	leishmania major@@@1577	leaf
veterinary_drugs	intraoperative complications@@@7668	blood loss , surgical@@@5234
genes_,_rev	root	leaf
transition_elements	leishmania major@@@1577	leaf
retinal_pigment_epithelium	eye proteins@@@6587	leaf
genetic_fitness	root	leaf
growth_differentiation_factor_2	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
selenium	fetal diseases@@@6149	fetal nutrition disorders@@@8001
psychology_,_developmental	ferm domains@@@164	leaf
erythrocyte_aggregation	root	leaf
truth_disclosure	fetal diseases@@@6149	fetal nutrition disorders@@@8001
ovarian_follicle	root	leaf
facial_asymmetry	acquired abnormality@@@8907	leaf
biological_monitoring	appendix@@@2707	leaf
portugal	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
intraocular_lymphoma	nursing research@@@5821	nursing education research@@@8760
education_,_nursing_,_associate	tertiary healthcare@@@1537	leaf
nigeria	intraoperative complications@@@7668	blood loss , surgical@@@5234
complement_factor_d	fetal diseases@@@6149	fetal nutrition disorders@@@8001
laboratory_infection	leishmania major@@@1577	leaf
elimination_disorders	diffusion magnetic resonance imaging@@@7784	diffusion tensor imaging@@@4005
williams_syndrome	leishmania major@@@1577	leaf
tablets	root	leaf
medical_savings_accounts	fetal diseases@@@6149	fetal nutrition disorders@@@8001
recycling	fetal diseases@@@6149	fetal nutrition disorders@@@8001
brain_neoplasms	nursing research@@@5821	nursing education research@@@8760
air_filters	preexisting condition coverage@@@1908	leaf
attitude_to_health	health care activity@@@1023	leaf
polysaccharides_,_bacterial	biofilms@@@1322	leaf
fatty_acids	pubmed@@@1430	leaf
plaque_,_amyloid	nursing research@@@5821	nursing education research@@@8760
reproductive_isolation	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
gene_expression_regulation	root	leaf
excitatory_amino_acid_transporter_4	nursing research@@@5821	nursing education research@@@8760
optical_phenomena	preexisting condition coverage@@@1908	leaf
heart	nursing research@@@5821	nursing education research@@@8760
radiation_effects	appendix@@@2707	leaf
cord_factors	nursing research@@@5821	nursing education research@@@8760
systems_biology	appendix@@@2707	leaf
cpg_islands	ferm domains@@@164	leaf
posture	root	leaf
thoracic_wall	appendix@@@2707	leaf
speech_recognition_software	fetal diseases@@@6149	fetal nutrition disorders@@@8001
type_b_personality	leishmania major@@@1577	leaf
hypertensive_retinopathy	nursing research@@@5821	nursing education research@@@8760
atmospheric_pressure	overall@@@2797	leaf
economics_,_pharmaceutical	tertiary healthcare@@@1537	leaf
medicare	insurance carriers@@@3581	leaf
purple_membrane	root	leaf
base_pairing	amino acids , basic@@@8859	leaf
protein_corona	root	leaf
silver_staining	fetal diseases@@@6149	fetal nutrition disorders@@@8001
wrist_injuries	root	leaf
raf_kinases	fetal diseases@@@6149	fetal nutrition disorders@@@8001
epidural_neoplasms	nursing research@@@5821	nursing education research@@@8760
fish_oils	intraoperative complications@@@7668	blood loss , surgical@@@5234
postoperative_nausea_and_vomiting	pubmed@@@1430	leaf
sensory_thresholds	wnt signaling pathway@@@8980	leaf
operative_time	surgical procedures , operative@@@3154	leaf
bronchial_neoplasms	nursing research@@@5821	nursing education research@@@8760
core_binding_factor_alpha_1_subunit	fetal diseases@@@6149	fetal nutrition disorders@@@8001
apnea	root	leaf
early_growth_response_protein_1	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
blood_circulation	nursing research@@@5821	nursing education research@@@8760
reproductive_physiological_phenomena	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
serine_proteinase_inhibitors	angiogenesis inhibitors@@@4524	leaf
serotonin_antagonists	fetal diseases@@@6149	fetal nutrition disorders@@@8001
yeast_,_dried	root	leaf
tissue_extracts	intraoperative complications@@@7668	blood loss , surgical@@@5234
light_signal_transduction	wnt signaling pathway@@@8980	leaf
fractional_precipitation	root	leaf
creatine_kinase_,_mitochondrial_form	fetal diseases@@@6149	fetal nutrition disorders@@@8001
fatty_liver	nursing research@@@5821	nursing education research@@@8760
parasitic_diseases_,_animal	nursing research@@@5821	nursing education research@@@8760
database	fetal diseases@@@6149	fetal nutrition disorders@@@8001
parental_notification	child reactive disorders@@@3469	leaf
psychology_,_applied	fetal diseases@@@6149	fetal nutrition disorders@@@8001
organic_anion_transport_protein_1	root	leaf
small_business	visually impaired persons@@@3791	leaf
myocardium	nursing research@@@5821	nursing education research@@@8760
metabolic_side_effects_of_drugs_and_substances	root	leaf
pregnancy_,_ovarian	root	leaf
adrenal_cortex	root	leaf
israel	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
corneal_stroma	root	leaf
psychology_,_sports	intraoperative complications@@@7668	blood loss , surgical@@@5234
fuzzy_logic	fetal diseases@@@6149	fetal nutrition disorders@@@8001
auditory_threshold	taste perception@@@8831	leaf
dental_etching	root	leaf
poverty_areas	leishmania major@@@1577	leaf
bones_of_upper_extremity	root	leaf
renal_insufficiency	nursing research@@@5821	nursing education research@@@8760
library_administration	pubmed@@@1430	leaf
erythrocyte_count	nursing research@@@5821	nursing education research@@@8760
acute_disease	spinal cord ventral horn@@@213	anterior horn cells@@@1532
peer_influence	fetal diseases@@@6149	fetal nutrition disorders@@@8001
extremities	root	leaf
drug_combinations	root	leaf
mars	fetal diseases@@@6149	fetal nutrition disorders@@@8001
aorta_,_abdominal	nursing research@@@5821	nursing education research@@@8760
advanced_cardiac_life_support	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
health_facility_administrators	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
splenic_infarction	nursing research@@@5821	nursing education research@@@8760
adrenal_cortex_diseases	nursing research@@@5821	nursing education research@@@8760
jordan	fetal diseases@@@6149	fetal nutrition disorders@@@8001
anemia_,_refractory	nursing research@@@5821	nursing education research@@@8760
schools_,_pharmacy	intraoperative complications@@@7668	blood loss , surgical@@@5234
abdomen_,_acute	nursing research@@@5821	nursing education research@@@8760
carcinoma_,_papillary	leishmania major@@@1577	leaf
united_states_office_of_national_drug_control_policy	leishmania major@@@1577	leaf
tool_use_behavior	leishmania major@@@1577	leaf
capillary_leak_syndrome	nursing research@@@5821	nursing education research@@@8760
iran	fetal diseases@@@6149	fetal nutrition disorders@@@8001
maze_procedure	root	leaf
spores_,_fungal	fungal structures@@@3026	leaf
embryo_disposition	root	leaf
tuberculosis_,_pulmonary	nursing research@@@5821	nursing education research@@@8760
group_structure	interpersonal relations@@@5842	leaf
insurance_coverage	preexisting condition coverage@@@1908	leaf
oral_ulcer	leishmania major@@@1577	leaf
colony_count_,_microbial	root	leaf
editorial	appendix@@@2707	leaf
social_values	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
olfactory_perception	school health services@@@504	school mental health services@@@362
brain_injuries	nursing research@@@5821	nursing education research@@@8760
dietary_fiber	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
aids_dementia_complex	leishmania major@@@1577	leaf
biological_transport_,_active	wnt signaling pathway@@@8980	leaf
college_admission_test	fetal diseases@@@6149	fetal nutrition disorders@@@8001
polar_bodies	root	leaf
rats_,_inbred_shr	abdominal wound closure techniques@@@8043	open abdomen techniques@@@3589
diet_,_healthy	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
pancreatic_fistula	nursing research@@@5821	nursing education research@@@8760
cerebral_angiography	root	leaf
form_perception	root	leaf
orthopedic_surgeons	blood chemical analysis@@@4865	blood protein electrophoresis@@@4722
dendrites	intraoperative complications@@@7668	blood loss , surgical@@@5234
physician_payment_review_commission	fetal diseases@@@6149	fetal nutrition disorders@@@8001
receptor_,_angiotensin_,_type_1	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
receptors_,_artificial	nursing research@@@5821	nursing education research@@@8760
phagocytosis	leukocytes@@@8748	leaf
arabia	intraoperative complications@@@7668	blood loss , surgical@@@5234
virus_shedding	leishmania major@@@1577	leaf
reproductive_health	blood chemical analysis@@@4865	blood protein electrophoresis@@@4722
peripheral_nerves	nursing research@@@5821	nursing education research@@@8760
cerebrospinal_fluid_pressure	nursing research@@@5821	nursing education research@@@8760
vaccines_,_contraceptive	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
fibroblast_growth_factors	fetal diseases@@@6149	fetal nutrition disorders@@@8001
manufactured_materials	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
genetic_testing	root	leaf
milk_,_human	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
electronic_waste	pubmed@@@1430	leaf
posterior_thalamic_nuclei	root	leaf
respiratory_aspiration_of_gastric_contents	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
receptors_,_chemokine	fetal diseases@@@6149	fetal nutrition disorders@@@8001
cholinergic_antagonists	fetal diseases@@@6149	fetal nutrition disorders@@@8001
prefrontal_cortex	root	leaf
focal_epithelial_hyperplasia	leishmania major@@@1577	leaf
skull_base	root	leaf
iron_carbonyl_compounds	nursing research@@@5821	nursing education research@@@8760
insurance_,_disability	preexisting condition coverage@@@1908	leaf
dental_prosthesis_repair	fetal diseases@@@6149	fetal nutrition disorders@@@8001
chronic_disease	leishmania major@@@1577	leaf
intelligence	fetal diseases@@@6149	fetal nutrition disorders@@@8001
health_plan_implementation	cranial nerve diseases@@@4347	cranial nerve neoplasms@@@9574
peptide_termination_factors	wnt signaling pathway@@@8980	leaf
organizations	intraoperative complications@@@7668	blood loss , surgical@@@5234
leukocytes	leukocytes@@@8748	leaf
reverse_transcriptase_polymerase_chain_reaction	root	leaf
outpatient_clinics_,_hospital	health services administration@@@9510	leaf
mycobacterium_tuberculosis	root	leaf
plasmids	intraoperative complications@@@7668	blood loss , surgical@@@5234
bone_neoplasms	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
colitis	leishmania major@@@1577	leaf
computer_graphics	appendix@@@2707	leaf
alpha_rhythm	root	leaf
taste_perception	root	leaf
lymphatic_system	nursing research@@@5821	nursing education research@@@8760
color	preexisting condition coverage@@@1908	leaf
in_situ_hybridization_,_fluorescence	fetal diseases@@@6149	fetal nutrition disorders@@@8001
liver_diseases	spinal cord ventral horn@@@213	anterior horn cells@@@1532
neoplastic_process	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
accidents_,_home	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
health_facility_environment	ventricular outflow obstruction@@@5785	aortic valve stenosis@@@2028
neoplasm_recurrence_,_local	leishmania major@@@1577	leaf
mirror_neurons	root	leaf
insect_viruses	intraoperative complications@@@7668	blood loss , surgical@@@5234
pain_perception	fetal diseases@@@6149	fetal nutrition disorders@@@8001
accessory_nerve_injuries	leishmania major@@@1577	leaf
heat_exhaustion	leishmania major@@@1577	leaf
antiretroviral_therapy_,_highly_active	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
nuclear_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
fees_,_pharmaceutical	fetal diseases@@@6149	fetal nutrition disorders@@@8001
pulse_wave_analysis	root	leaf
vaginal_fistula	nursing research@@@5821	nursing education research@@@8760
integrated_advanced_information_management_systems	tertiary healthcare@@@1537	leaf
adaptation_,_psychological	leishmania major@@@1577	leaf
cerebellar_ataxia	leishmania major@@@1577	leaf
philosophy_,_medical	organization and administration@@@6199	leaf
state_medicine	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
dental_caries_activity_tests	dental caries activity tests@@@9131	leaf
measles_vaccine	leishmania major@@@1577	leaf
enhanced_recovery_after_surgery	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
maternal_welfare	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
obstetric_labor_,_premature	blood chemical analysis@@@4865	blood protein electrophoresis@@@4722
protective_factors	preexisting condition coverage@@@1908	leaf
nuclear_export_signals	fetal diseases@@@6149	fetal nutrition disorders@@@8001
motor_vehicles	pubmed@@@1430	leaf
treatment_outcome	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
argentina	intraoperative complications@@@7668	blood loss , surgical@@@5234
pediatrics	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
forensic_genetics	clinical enzyme tests@@@396	leaf
activities_of_daily_living	ferm domains@@@164	leaf
blood_protein_disorders	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
cerebellar_neoplasms	nursing research@@@5821	nursing education research@@@8760
pulmonary_surfactants	root	leaf
idea_or_concept	conceptual entity@@@7879	leaf
lysine	fetal diseases@@@6149	fetal nutrition disorders@@@8001
tonic_pupil	leishmania major@@@1577	leaf
resistance_training	root	leaf
adrenal_cortex_function_tests	united states public health service@@@5743	united states indian health service@@@7974
adaptor_protein_complex_1	fetal diseases@@@6149	fetal nutrition disorders@@@8001
pain_management	fetal diseases@@@6149	fetal nutrition disorders@@@8001
laboratory_procedure	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
platelet_membrane_glycoprotein_iib	root	leaf
retrospective_studies	ferm domains@@@164	leaf
pancreas_,_artificial	root	leaf
paper	neoplasms by site@@@1575	leaf
femur_head	root	leaf
hair_cells_,_auditory_,_outer	root	leaf
wnt_proteins	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
tinnitus	leishmania major@@@1577	leaf
saliva	root	leaf
bone_density_conservation_agents	nursing research@@@5821	nursing education research@@@8760
uterine_rupture	leishmania major@@@1577	leaf
transition_to_adult_care	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
animal_proteins_,_dietary	intraoperative complications@@@7668	blood loss , surgical@@@5234
saccharomyces_cerevisiae_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
soil_microbiology	intraoperative complications@@@7668	blood loss , surgical@@@5234
prenatal_care	pregnancy proteins@@@6320	leaf
indole_alkaloids	root	leaf
community_psychiatry	leishmania major@@@1577	leaf
salivary_ducts	nursing research@@@5821	nursing education research@@@8760
adoption	child reactive disorders@@@3469	leaf
insurance_,_psychiatric	health care activity@@@1023	leaf
burns_,_electric	burns , chemical@@@8284	leaf
mutation	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
sugar_acids	intraoperative complications@@@7668	blood loss , surgical@@@5234
infection_control_practitioners	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
pregnancy_,_prolonged	root	leaf
blindness	leishmania major@@@1577	leaf
