Query	Parent	Child
hardness	biomechanical phenomena@@@1839	leaf
infarction_,_posterior_cerebral_artery	neuroimaging@@@8000	leaf
neck_injuries	wounds and injuries@@@3991	leaf
wounds_,_penetrating	root	leaf
lymphocyte_antigen_96	health occupations@@@8954	legal epidemiology@@@5843
maximum_allowable_concentration	root	leaf
transplant_recipients	meaningful use@@@4080	leaf
association_learning	middle east@@@5875	jordan@@@8033
bayes_theorem	epidemiologic methods@@@4567	leaf
essay	electricity@@@472	electric impedance@@@827
anxiety_,_separation	illness behavior@@@7241	leaf
health_planning_guidelines	hair@@@6814	wool@@@4044
estrogen_receptor_alpha	volunteers@@@2625	hospital volunteers@@@1958
outline	publication components@@@1260	leaf
dermatitis_,_occupational	accidents@@@6668	leaf
disease_eradication	delivery of health care@@@7098	leaf
hot_melt_extrusion_technology	methods@@@1542	leaf
rural_health	hispanic americans@@@2936	mexican americans@@@6008
transplantation_,_autologous	climate@@@5645	cold climate@@@5811
forensic_pathology	comprehensive health care@@@4907	leaf
united_states_department_of_agriculture	fingers@@@1000	thumb@@@2201
noise_,_occupational	accidents@@@6668	leaf
elasticity_imaging_techniques	methods@@@1542	leaf
actin_cytoskeleton	climate@@@5645	desert climate@@@9592
nursing_services	comprehensive health care@@@4907	nursing administration research@@@2681
aortic_arch_syndromes	consumer organizations@@@446	community participation@@@3985
protein_degradation_end_products	perioperative period@@@7076	preoperative period@@@9534
social_behavior	conceptual entity@@@7879	leaf
lateral_thalamic_nuclei	spinal nerves@@@1673	leaf
dual_use_research	behavioral sciences@@@8763	achievement@@@3249
workplace_violence	treatment outcome@@@9254	leaf
observational_study	comprehensive health care@@@4907	leaf
mentally_disabled_persons	natural science disciplines@@@5851	water microbiology@@@7542
surrogate_mothers	locomotion@@@6262	walking speed@@@3112
patient_transfer	north america@@@6676	california@@@839
hydrogen_bonding	biological factors@@@4748	mediator complex subunit 1@@@3200
pregnancy_proteins	health occupations@@@8954	nursing faculty practice@@@7530
dental_plaque	north america@@@6676	washington@@@5185
radiography_,_dental_,_digital	security measures@@@466	leaf
pair_bond	nurse practitioners@@@2129	family nurse practitioners@@@2257
tomography_,_optical	root	leaf
tobacco_smoking	volunteers@@@2625	hospital volunteers@@@1958
salt_stress	neurotoxicity syndromes@@@5670	leaf
epidemiology	comprehensive health care@@@4907	leaf
sentinel_surveillance	comprehensive health care@@@4907	leaf
observer_variation	comprehensive health care@@@4907	leaf
epileptic_syndromes	north america@@@6676	british columbia@@@6715
connective_tissue_cells	policy@@@1869	public policy@@@4718
biologically_active_substance	substance@@@1499	biologically active substance@@@6464
nucleotides_,_cyclic	root	leaf
ectopic_gene_expression	genetic function@@@6687	leaf
tissue_engineering	transplantation@@@603	tissue transplantation@@@687
meningitis_,_pneumococcal	infections@@@8650	leaf
rrna_operon	time@@@1425	circadian rhythm@@@4729
reproductive_rights	comprehensive health care@@@4907	leaf
nuclear_reactors	sleep@@@34	sleep hygiene@@@4380
spindle_apparatus	nurse practitioners@@@2129	pediatric nurse practitioners@@@1655
duodenal_obstruction	nurse practitioners@@@2129	family nurse practitioners@@@2257
kidneys_,_artificial	north america@@@6676	washington@@@5185
behavioral_symptoms	behavioral symptoms@@@6641	mental fatigue@@@4965
atp_binding_cassette_transporter_,_subfamily_b_,_member_2	health occupations@@@8954	nursing education research@@@8760
parasitic_sensitivity_tests	toxicity tests@@@860	leaf
pregnancy_complications_,_cardiovascular	pregnancy complications , cardiovascular@@@6702	leaf
friends	motion@@@9434	acceleration@@@7759
cell_membrane_structures	nurse practitioners@@@2129	family nurse practitioners@@@2257
food_analysis	comprehensive health care@@@4907	leaf
multiplex_polymerase_chain_reaction	cytogenetic analysis@@@1334	leaf
s_phase	cytogenetic analysis@@@1334	leaf
pathology_,_oral	comprehensive dental care@@@4330	leaf
veterinary_drugs	logic@@@4787	fuzzy logic@@@7764
genes_,_rev	biological factors@@@4748	protein isoforms@@@9380
transition_elements	publication components@@@1260	leaf
retinal_pigment_epithelium	eye proteins@@@6587	leaf
genetic_fitness	adaptation , biological@@@7695	leaf
growth_differentiation_factor_2	north america@@@6676	washington@@@5185
selenium	postpartum period@@@2628	milk ejection@@@7297
psychology_,_developmental	life expectancy@@@3799	leaf
erythrocyte_aggregation	epidemiologic methods@@@4567	leaf
truth_disclosure	north america@@@6676	california@@@839
ovarian_follicle	pathological conditions , anatomical@@@8055	follicular cyst@@@3769
facial_asymmetry	anatomical abnormality@@@3847	leaf
biological_monitoring	diagnostic uses of chemicals@@@1694	leaf
portugal	students@@@4289	students , dental@@@5614
intraocular_lymphoma	health occupations@@@8954	office visits@@@8121
education_,_nursing_,_associate	comprehensive health care@@@4907	leaf
nigeria	students@@@4289	students , dental@@@5614
complement_factor_d	nurse practitioners@@@2129	family nurse practitioners@@@2257
laboratory_infection	infections@@@8650	laboratory infection@@@7006
elimination_disorders	north america@@@6676	washington@@@5185
williams_syndrome	mitochondrial diseases@@@3673	leaf
tablets	substance@@@1499	leaf
medical_savings_accounts	middle east@@@5875	turkey@@@8672
recycling	fear@@@1125	panic@@@4332
brain_neoplasms	consumer organizations@@@446	community participation@@@3985
air_filters	particulate matter@@@9623	dust@@@5043
attitude_to_health	comprehensive health care@@@4907	primary health care@@@8724
polysaccharides_,_bacterial	polysaccharides@@@1255	fungal polysaccharides@@@709
fatty_acids	root	leaf
plaque_,_amyloid	accounting@@@5256	financial audit@@@5667
reproductive_isolation	nurse practitioners@@@2129	family nurse practitioners@@@2257
gene_expression_regulation	personality development@@@6056	leaf
excitatory_amino_acid_transporter_4	health services@@@6963	directive counseling@@@2256
optical_phenomena	disorders of environmental origin@@@8789	multiple chemical sensitivity@@@8012
heart	information science@@@3831	rare books@@@3735
radiation_effects	root	leaf
cord_factors	motivation@@@8615	intention@@@3776
systems_biology	information science@@@3831	workflow@@@2461
cpg_islands	genome components@@@2687	leaf
posture	perception@@@7702	leaf
thoracic_wall	root	leaf
speech_recognition_software	north america@@@6676	california@@@839
type_b_personality	epidemiologic factors@@@1057	leaf
hypertensive_retinopathy	library science@@@3551	library schools@@@9405
atmospheric_pressure	security measures@@@466	leaf
economics_,_pharmaceutical	comprehensive health care@@@4907	leaf
medicare	comprehensive health care@@@4907	leaf
purple_membrane	biological factors@@@4748	protein isoforms@@@9380
base_pairing	cytogenetic analysis@@@1334	leaf
protein_corona	biological factors@@@4748	antigens@@@9098
silver_staining	clinical study@@@3909	observational study@@@6288
wrist_injuries	hip injuries@@@1015	leaf
raf_kinases	partnership practice@@@1723	partnership practice , dental@@@5189
epidural_neoplasms	consumer organizations@@@446	community participation@@@3985
fish_oils	motivation@@@8615	intention@@@3776
postoperative_nausea_and_vomiting	neurologic manifestations@@@1792	leaf
sensory_thresholds	attention@@@7212	leaf
operative_time	comprehensive health care@@@4907	leaf
bronchial_neoplasms	consumer organizations@@@446	community participation@@@3985
core_binding_factor_alpha_1_subunit	nurse practitioners@@@2129	family nurse practitioners@@@2257
apnea	heart failure@@@7939	leaf
early_growth_response_protein_1	north america@@@6676	washington@@@5185
blood_circulation	volunteers@@@2625	hospital volunteers@@@1958
reproductive_physiological_phenomena	aged@@@4949	frail elderly@@@964
serine_proteinase_inhibitors	biological factors@@@4748	plasminogen activator inhibitor 2@@@549
serotonin_antagonists	partnership practice@@@1723	partnership practice , dental@@@5189
yeast_,_dried	biological factors@@@4748	leaf
tissue_extracts	north america@@@6676	washington@@@5185
light_signal_transduction	signal transduction@@@3937	light signal transduction@@@7539
fractional_precipitation	methods@@@1542	leaf
creatine_kinase_,_mitochondrial_form	nurse practitioners@@@2129	family nurse practitioners@@@2257
fatty_liver	health occupations@@@8954	nursing education research@@@8760
parasitic_diseases_,_animal	journal article@@@3178	introductory journal article@@@9244
database	north america@@@6676	wisconsin@@@8136
parental_notification	delivery of health care@@@7098	leaf
psychology_,_applied	aged@@@4949	frail elderly@@@964
organic_anion_transport_protein_1	pigments , biological@@@279	leaf
small_business	security measures@@@466	leaf
myocardium	health occupations@@@8954	nursing education research@@@8760
metabolic_side_effects_of_drugs_and_substances	pharmaceutical preparations@@@4326	drug combinations@@@7930
pregnancy_,_ovarian	pregnancy complications , cardiovascular@@@6702	leaf
adrenal_cortex	accessory nerve diseases@@@2641	leaf
israel	professional practice@@@4033	nursing faculty practice@@@7530
corneal_stroma	eye diseases@@@7112	leaf
psychology_,_sports	middle east@@@5875	turkey@@@8672
fuzzy_logic	north america@@@6676	washington@@@5185
auditory_threshold	auditory perception@@@4460	leaf
dental_etching	biomedical and dental materials@@@6233	leaf
poverty_areas	socioeconomic factors@@@5041	leaf
bones_of_upper_extremity	musculoskeletal diseases@@@6927	cervical rib syndrome@@@323
renal_insufficiency	nurse practitioners@@@2129	family nurse practitioners@@@2257
library_administration	root	leaf
erythrocyte_count	organizations@@@8735	united states government agencies@@@3029
acute_disease	professional practice@@@4033	office visits@@@8121
peer_influence	aged@@@4949	frail elderly@@@964
extremities	body regions@@@3182	leaf
drug_combinations	comprehensive health care@@@4907	leaf
mars	professional practice@@@4033	professional staff committees@@@2847
aorta_,_abdominal	event@@@7790	information literacy@@@5195
advanced_cardiac_life_support	north america@@@6676	california@@@839
health_facility_administrators	fingers@@@1000	thumb@@@2201
splenic_infarction	health care economics and organizations@@@7010	informed consent@@@3358
adrenal_cortex_diseases	consumer organizations@@@446	community participation@@@3985
jordan	volunteers@@@2625	hospital volunteers@@@1958
anemia_,_refractory	middle east@@@5875	israel@@@7744
schools_,_pharmacy	rain@@@8041	acid rain@@@1233
abdomen_,_acute	geographic locations@@@6193	taiwan@@@9558
carcinoma_,_papillary	neoplasms , bone tissue@@@7081	leaf
united_states_office_of_national_drug_control_policy	crime@@@6010	drug trafficking@@@7794
tool_use_behavior	intention to treat analysis@@@5386	leaf
capillary_leak_syndrome	organization@@@2434	professional society@@@4334
iran	students@@@4289	students , dental@@@5614
maze_procedure	cardiovascular surgical procedures@@@8090	leaf
spores_,_fungal	viruses@@@8673	fungal viruses@@@3355
embryo_disposition	transplantation immunology@@@6374	leaf
tuberculosis_,_pulmonary	organization@@@2434	professional society@@@4334
group_structure	conceptual entity@@@7879	group@@@1823
insurance_coverage	comprehensive health care@@@4907	leaf
oral_ulcer	periodontal diseases@@@5238	leaf
colony_count_,_microbial	epidemiologic methods@@@4567	leaf
editorial	comprehensive health care@@@4907	leaf
social_values	north america@@@6676	washington@@@5185
olfactory_perception	north america@@@6676	washington@@@5185
brain_injuries	hispanic americans@@@2936	mexican americans@@@6008
dietary_fiber	volunteers@@@2625	hospital volunteers@@@1958
aids_dementia_complex	neurologic manifestations@@@1792	leaf
biological_transport_,_active	metabolic networks and pathways@@@6445	leaf
college_admission_test	cerebral arteries@@@8278	anterior cerebral artery@@@3897
polar_bodies	epidemiologic methods@@@4567	leaf
rats_,_inbred_shr	professional practice@@@4033	nursing faculty practice@@@7530
diet_,_healthy	middle east@@@5875	israel@@@7744
pancreatic_fistula	organizations@@@8735	united states government agencies@@@3029
cerebral_angiography	diagnostic techniques , cardiovascular@@@8680	leaf
form_perception	perception@@@7702	leaf
orthopedic_surgeons	logic@@@4787	fuzzy logic@@@7764
dendrites	professional practice@@@4033	nursing faculty practice@@@7530
physician_payment_review_commission	sense organs@@@859	retinal bipolar cells@@@1768
receptor_,_angiotensin_,_type_1	organizations@@@8735	american hospital association@@@5029
receptors_,_artificial	north america@@@6676	british columbia@@@6715
phagocytosis	leukocytes@@@8748	leaf
arabia	professional practice@@@4033	nursing faculty practice@@@7530
virus_shedding	infections@@@8650	leaf
reproductive_health	north america@@@6676	washington@@@5185
peripheral_nerves	health occupations@@@8954	nursing education research@@@8760
cerebrospinal_fluid_pressure	organizations@@@8735	united states government agencies@@@3029
vaccines_,_contraceptive	postpartum period@@@2628	milk ejection@@@7297
fibroblast_growth_factors	nurse practitioners@@@2129	family nurse practitioners@@@2257
manufactured_materials	thumb@@@2201	leaf
genetic_testing	genetic predisposition to disease@@@5337	leaf
milk_,_human	volunteers@@@2625	hospital volunteers@@@1958
electronic_waste	root	leaf
posterior_thalamic_nuclei	brain@@@1941	leaf
respiratory_aspiration_of_gastric_contents	organization@@@2434	professional society@@@4334
receptors_,_chemokine	accounting@@@5256	financial audit@@@5667
cholinergic_antagonists	schools@@@1101	library schools@@@9405
prefrontal_cortex	sensorimotor cortex@@@8002	auditory cortex@@@1070
focal_epithelial_hyperplasia	periodontal diseases@@@5238	leaf
skull_base	root	leaf
iron_carbonyl_compounds	motivation@@@8615	intention@@@3776
insurance_,_disability	comprehensive health care@@@4907	leaf
dental_prosthesis_repair	motivation@@@8615	intention@@@3776
chronic_disease	comprehensive health care@@@4907	leaf
intelligence	middle east@@@5875	jordan@@@8033
health_plan_implementation	middle east@@@5875	jordan@@@8033
peptide_termination_factors	biological factors@@@4748	protein phosphatase 2@@@3143
organizations	hot temperature@@@7649	extreme heat@@@3095
leukocytes	leukocytes@@@8748	monocytes@@@393
reverse_transcriptase_polymerase_chain_reaction	cytogenetic analysis@@@1334	leaf
outpatient_clinics_,_hospital	comprehensive health care@@@4907	patient care planning@@@1118
mycobacterium_tuberculosis	immune complex diseases@@@6513	leaf
plasmids	perioperative period@@@7076	preoperative period@@@9534
bone_neoplasms	consumer organizations@@@446	community participation@@@3985
colitis	digestive system diseases@@@3700	bile reflux@@@4277
computer_graphics	information theory@@@9224	leaf
alpha_rhythm	neurologic examination@@@2280	leaf
taste_perception	cognition@@@7793	leaf
lymphatic_system	north america@@@6676	british columbia@@@6715
color	root	leaf
in_situ_hybridization_,_fluorescence	nurse practitioners@@@2129	family nurse practitioners@@@2257
liver_diseases	north america@@@6676	washington@@@5185
neoplastic_process	nurse practitioners@@@2129	family nurse practitioners@@@2257
accidents_,_home	logic@@@4787	fuzzy logic@@@7764
health_facility_environment	hispanic americans@@@2936	mexican americans@@@6008
neoplasm_recurrence_,_local	comprehensive health care@@@4907	leaf
mirror_neurons	cognition@@@7793	leaf
insect_viruses	perioperative period@@@7076	preoperative period@@@9534
pain_perception	north america@@@6676	washington@@@5185
accessory_nerve_injuries	accessory nerve diseases@@@2641	accessory nerve injuries@@@8963
heat_exhaustion	neurologic manifestations@@@1792	leaf
antiretroviral_therapy_,_highly_active	logic@@@4787	fuzzy logic@@@7764
nuclear_proteins	climate@@@5645	desert climate@@@9592
fees_,_pharmaceutical	illinois@@@8857	chicago@@@2447
pulse_wave_analysis	comprehensive health care@@@4907	leaf
vaginal_fistula	climate@@@5645	cold climate@@@5811
integrated_advanced_information_management_systems	comprehensive health care@@@4907	leaf
adaptation_,_psychological	comprehensive health care@@@4907	leaf
cerebellar_ataxia	neurologic manifestations@@@1792	leaf
philosophy_,_medical	philosophy@@@6311	leaf
state_medicine	north america@@@6676	california@@@839
dental_caries_activity_tests	comprehensive dental care@@@4330	leaf
measles_vaccine	models , immunological@@@2300	leaf
enhanced_recovery_after_surgery	hispanic americans@@@2936	mexican americans@@@6008
maternal_welfare	far east@@@8223	tokyo@@@7571
obstetric_labor_,_premature	health occupations@@@8954	statistics as topic@@@1783
protective_factors	comprehensive health care@@@4907	leaf
nuclear_export_signals	nurse practitioners@@@2129	family nurse practitioners@@@2257
motor_vehicles	transportation@@@50	leaf
treatment_outcome	hispanic americans@@@2936	mexican americans@@@6008
argentina	students@@@4289	students , dental@@@5614
pediatrics	sequence analysis@@@1117	sequence analysis , dna@@@5321
forensic_genetics	forensic sciences@@@3987	forensic genetics@@@9275
activities_of_daily_living	life expectancy@@@3799	leaf
blood_protein_disorders	consumer organizations@@@446	community participation@@@3985
cerebellar_neoplasms	consumer organizations@@@446	community participation@@@3985
pulmonary_surfactants	cardiovascular diseases@@@7480	leaf
idea_or_concept	conceptual entity@@@7879	leaf
lysine	health occupations@@@8954	managed care programs@@@6286
tonic_pupil	neurologic examination@@@2280	leaf
resistance_training	biomechanical phenomena@@@1839	leaf
adrenal_cortex_function_tests	north america@@@6676	california@@@839
adaptor_protein_complex_1	nurse practitioners@@@2129	pediatric nurse practitioners@@@1655
pain_management	north america@@@6676	california@@@839
laboratory_procedure	parents@@@9235	fathers@@@3817
platelet_membrane_glycoprotein_iib	proteins@@@1066	protein phosphatase 2@@@3143
retrospective_studies	epidemiologic methods@@@4567	clinical trials as topic@@@5049
pancreas_,_artificial	diagnostic techniques , cardiovascular@@@8680	leaf
paper	methods@@@1542	leaf
femur_head	root	leaf
hair_cells_,_auditory_,_outer	neurons@@@6171	photoreceptor cells@@@2053
wnt_proteins	north america@@@6676	british columbia@@@6715
tinnitus	epidemiologic methods@@@4567	leaf
saliva	bodily secretions@@@2990	mucus@@@1223
bone_density_conservation_agents	north america@@@6676	washington@@@5185
uterine_rupture	accidents@@@6668	leaf
transition_to_adult_care	logic@@@4787	fuzzy logic@@@7764
animal_proteins_,_dietary	north america@@@6676	washington@@@5185
saccharomyces_cerevisiae_proteins	health occupations@@@8954	nursing records@@@4457
soil_microbiology	professional practice@@@4033	office visits@@@8121
prenatal_care	comprehensive health care@@@4907	leaf
indole_alkaloids	alkaloids@@@2609	leaf
community_psychiatry	comprehensive health care@@@4907	leaf
salivary_ducts	solutions@@@7428	hemodialysis solutions@@@2185
adoption	comprehensive health care@@@4907	leaf
insurance_,_psychiatric	comprehensive health care@@@4907	leaf
burns_,_electric	burns@@@499	leaf
mutation	perioperative period@@@7076	preoperative period@@@9534
sugar_acids	accounting@@@5256	financial audit@@@5667
infection_control_practitioners	logic@@@4787	fuzzy logic@@@7764
pregnancy_,_prolonged	life expectancy@@@3799	leaf
blindness	eye diseases@@@7112	leaf
